iter	Logloss
279	0.6391276698
280	0.6389329596
281	0.6387563321
282	0.6385728351
283	0.6383811842
284	0.6381918188
285	0.6380032168
286	0.6378239843
287	0.6376378373
288	0.6374608833
289	0.6372705984
290	0.6370983547
291	0.6369077034
292	0.6367183602
293	0.6365287699
294	0.6363380735
295	0.6361627544
296	0.6359942817
297	0.6358033472
298	0.6356230462
299	0.6354356419
300	0.6352850367
301	0.6351117289
302	0.6349507219
303	0.63480144
304	0.6346200121
305	0.6344313565
306	0.6342300197
307	0.6340458024
308	0.6338642821
309	0.6336819968
310	0.6335096409
311	0.6333201692
312	0.6331273678
313	0.6329345448
314	0.6327742458
315	0.6325851698
316	0.6324165282
317	0.6322419377
318	0.6320529405
319	0.6318951711
320	0.6317088342
321	0.6315220205
322	0.6313273144
323	0.6311470001
324	0.6309770439
325	0.6307830501
326	0.6305946135
327	0.6304261744
328	0.6302402953
329	0.6300496932
330	0.6298897127
331	0.6297078818
332	0.6295316546
333	0.6293819031
334	0.6291924668
335	0.6290508264
336	0.6288516297
337	0.6286570993
338	0.6284767839
339	0.6282859938
340	0.6281039198
341	0.62791832
342	0.6277406129
343	0.6275622271
344	0.6273857762
345	0.6271954439
346	0.6270133594
347	0.6268448664
348	0.6266505092
349	0.6264776843
350	0.6262848873
351	0.6260975466
352	0.6259103819
353	0.6257190428
354	0.6255363058
355	0.625404237
356	0.6252406582
357	0.6250518954
358	0.6248635783
359	0.6246812679
360	0.6245400119
361	0.6243565918
362	0.6241718607
363	0.6240102484
364	0.6238127182
365	0.6236332136
366	0.6234660944
367	0.6232901534
368	0.6231230003
369	0.6229225257
370	0.6227410657
371	0.6225475148
372	0.6223736345
373	0.6221813873
374	0.621993353
375	0.6218210193
376	0.6216308788
377	0.6214435919
378	0.6212567502
379	0.6210781061
380	0.6208895823
381	0.6207191869
382	0.6205437729
383	0.6203664591
384	0.6201768938
385	0.6200109649
386	0.6198299311
387	0.6196783629
388	0.6194932164
389	0.6193100665
390	0.6191173131
391	0.618939883
392	0.6187579464
393	0.6185696849
394	0.6183874634
395	0.6182305873
396	0.6180633474
397	0.617881405
398	0.6176927034
399	0.6175101866
400	0.6173372474
401	0.6171578807
402	0.6169856459
403	0.6168010374
404	0.6166234115
405	0.6164410951
406	0.6162751712
407	0.6161041534
408	0.6159467829
409	0.6157630624
410	0.6155832895
411	0.6153971804
412	0.6152209555
413	0.6150303124
414	0.6148546051
415	0.6146970428
416	0.6145264463
417	0.6143505387
418	0.61417204
419	0.614005491
420	0.6138298619
421	0.6136975074
422	0.6135282655
423	0.6133570403
424	0.6132265485
425	0.6130472714
426	0.6128637763
427	0.6126838556
428	0.6125011562
429	0.6123153413
430	0.6121262435
431	0.6119449615
432	0.6117716327
433	0.6115983235
434	0.611422599
435	0.6112576076
436	0.6110806455
437	0.6108901426
438	0.610702791
439	0.6105433086
440	0.6103528203
441	0.6101878493
442	0.6100088237
443	0.6098296868
444	0.6096524494
445	0.6094802605
446	0.609296513
447	0.6091278644
448	0.6089558412
449	0.6087686073
450	0.6086060955
451	0.6084402336
452	0.6082666936
453	0.6081153318
454	0.6079283109
455	0.6077473485
456	0.6075602598
457	0.6074035488
458	0.6072190625
459	0.607031759
460	0.606849414
461	0.6066777564
462	0.6064986575
463	0.6063136521
464	0.6061269227
465	0.6059542011
466	0.6058032579
467	0.6056434242
468	0.605505948
469	0.6053368352
470	0.6051629169
471	0.6050151675
472	0.6048310243
473	0.6046603479
474	0.6044987036
475	0.6043331754
476	0.6041600691
477	0.6039978609
478	0.6038082448
479	0.6036309849
480	0.6034481912
481	0.6032703652
482	0.6031029052
483	0.6029191615
484	0.6027310616
485	0.6025490453
486	0.6023793796
487	0.602207359
488	0.6020226615
489	0.6018474563
490	0.6016744663
491	0.601514426
492	0.6013640113
493	0.6011837744
494	0.6010020521
495	0.6008229849
496	0.6006311746
497	0.6004530574
498	0.6002657255
499	0.6000966211
500	0.5999203979
501	0.5997480792
502	0.5995792487
503	0.5994191102
504	0.5992460764
505	0.5990928013
506	0.5989354417
507	0.5987841085
508	0.5986081848
509	0.5984710104
510	0.5982992278
511	0.5981264596
512	0.5979567487
513	0.5977823214
514	0.5976117849
515	0.5974436379
516	0.5972614491
517	0.5970973554
518	0.5969530167
519	0.5967833028
520	0.5965997774
521	0.5964143647
522	0.5962511878
523	0.5961224252
524	0.5959387315
525	0.595762489
526	0.5955938951
527	0.5954173383
528	0.5952477104
529	0.5951021914
530	0.59493936
531	0.5947694702
532	0.5946176747
533	0.5944474446
534	0.5942886493
535	0.5941086326
536	0.5939388006
537	0.5937821961
538	0.593621064
539	0.5934583895
540	0.5932833124
541	0.5931076159
542	0.5929603979
543	0.5928388307
544	0.5926814144
545	0.5925055473
546	0.5923357025
547	0.5921593217
548	0.5919903051
549	0.5918274163
550	0.591646505
551	0.591477367
552	0.5913011429
553	0.591135251
554	0.5909678909
555	0.5908385889
556	0.5906863305
557	0.5905156277
558	0.590342032
559	0.5901722804
560	0.5899998143
561	0.5898249371
562	0.589662314
563	0.5894914898
564	0.5893415264
565	0.5891708221
566	0.5889921691
567	0.5888213302
568	0.5886597763
569	0.5884992219
570	0.5883238809
571	0.5881588276
572	0.5879890692
573	0.5878193334
574	0.5876484252
575	0.5874776685
576	0.5873124406
577	0.5871370409
578	0.5869854036
579	0.5868180331
580	0.586649452
581	0.5864700796
582	0.5863074943
583	0.586142458
584	0.585981726
585	0.5858109311
586	0.5856357644
587	0.5855087156
588	0.5853275945
589	0.585152523
590	0.5849953018
591	0.584847404
592	0.5846916955
593	0.5845188334
594	0.5843488779
595	0.5841803016
596	0.5840354231
597	0.5838689493
598	0.583726132
599	0.5835619179
600	0.5833882769
601	0.5832643185
602	0.5830956525
603	0.5829344723
604	0.5827780269
605	0.5826076566
606	0.5824436461
607	0.582278968
608	0.5821045015
609	0.5819393657
610	0.5817862401
611	0.5816153344
612	0.5814622227
613	0.5813008069
614	0.5811262045
615	0.5809573708
616	0.5808072615
617	0.5806354974
618	0.5804692684
619	0.5803032131
620	0.5801261228
621	0.5799548817
622	0.5798124197
623	0.5796558686
624	0.5794811275
625	0.5793180612
626	0.5791559637
627	0.5789871814
628	0.5788140443
629	0.5786372465
630	0.5784641404
631	0.5783090716
632	0.5781501791
633	0.5779940618
634	0.5778379079
635	0.5776730784
636	0.577498267
637	0.5773242402
638	0.5771646564
639	0.5770031941
640	0.5768471798
641	0.5766976281
642	0.5765496425
643	0.5763866456
644	0.5762281159
645	0.5760621943
646	0.57589283
647	0.5757441566
648	0.575578491
649	0.5754421556
650	0.5752796607
651	0.575135808
652	0.5749727979
653	0.574802846
654	0.5746406734
655	0.5744838698
656	0.5743209206
657	0.5741512682
658	0.5739852062
659	0.5738215623
660	0.5736483518
661	0.5734836758
662	0.573315117
663	0.5731457408
664	0.5729889791
665	0.57282514
666	0.5726590484
667	0.5725140924
668	0.5723567897
669	0.5721817924
670	0.5720202078
671	0.5718718964
672	0.5717178365
673	0.5715555676
674	0.5713852106
675	0.5712302526
676	0.571084158
677	0.570926886
678	0.5707674637
679	0.570618765
680	0.5704550467
681	0.5703080757
682	0.5701382192
683	0.569972728
684	0.5698076872
685	0.5696384005
686	0.5694720851
687	0.5693147035
688	0.5691464217
689	0.5689870099
690	0.5688282442
691	0.5686657593
692	0.5685023781
693	0.5683571605
694	0.5682002585
695	0.568046065
696	0.5678878569
697	0.5677083547
698	0.5675455449
699	0.5674327271
700	0.567260194
701	0.5670919966
702	0.566941946
703	0.5667774105
704	0.566625837
705	0.566505844
706	0.5663500906
707	0.5661988604
708	0.5660309191
709	0.5658753777
710	0.5657291304
711	0.565568019
712	0.5654350201
713	0.5652904492
714	0.5651198691
715	0.5649619786
716	0.5648056852
717	0.5646449638
718	0.5645088166
719	0.5643369372
720	0.5641773576
721	0.5639993799
722	0.563838303
723	0.5636803516
724	0.563511115
725	0.5633522233
726	0.5631959352
727	0.56302341
728	0.5628467039
729	0.5627307671
730	0.5625533488
731	0.5623989109
732	0.562245367
733	0.5620746557
734	0.561907208
735	0.5617504901
736	0.5615782713
737	0.5614125815
738	0.5612507451
739	0.5610923676
740	0.5609377026
741	0.5608051152
742	0.5606510173
743	0.560481935
744	0.56031551
745	0.5601537533
746	0.5600015705
747	0.5598339404
748	0.5596801697
749	0.5595236497
750	0.5593666166
751	0.5591997845
752	0.5590414037
753	0.5588757128
754	0.5587066825
755	0.5585429863
756	0.5584052671
757	0.5582410175
758	0.5581144665
759	0.5579489816
760	0.5577854373
761	0.5576315968
762	0.5574851421
763	0.5573281325
764	0.5571640416
765	0.5570245766
766	0.5568625667
767	0.556713459
768	0.5565666559
769	0.5564106861
770	0.5562539178
771	0.5560846203
772	0.5559302679
773	0.5557655447
774	0.5556234721
775	0.5554901448
776	0.5553282744
777	0.5551676702
778	0.5550161985
779	0.5548519846
780	0.5546867345
781	0.5545339078
782	0.5543970185
783	0.5542363292
784	0.5540875762
785	0.5539239035
786	0.5537560097
787	0.5536123675
788	0.5534434659
789	0.5532837628
790	0.5531221323
791	0.5529614553
792	0.552813528
793	0.5526535981
794	0.5524877912
795	0.5523392464
796	0.5521843691
797	0.5520235235
798	0.5518689
799	0.5517090035
800	0.5515431621
801	0.5513858362
802	0.5512418826
803	0.5510812906
804	0.5509381068
805	0.550798836
806	0.5506648329
807	0.5505030316
808	0.5503835076
809	0.550230882
810	0.5500966485
811	0.5499378814
812	0.54978178
813	0.54964253
814	0.5494828374
815	0.5493297198
816	0.5491764694
817	0.5490286073
818	0.5488804275
819	0.5487144612
820	0.548547423
821	0.5483928045
822	0.5482398382
823	0.5480729435
824	0.5479191955
825	0.5477855534
826	0.5476163741
827	0.5474615218
828	0.5473210486
829	0.5471627612
830	0.5470083442
831	0.5468916662
832	0.546732384
833	0.546582307
834	0.5464373276
835	0.5462899916
836	0.5461527995
837	0.5459933317
838	0.5458315055
839	0.5456777854
840	0.5455306735
841	0.5453696324
842	0.5452224135
843	0.5450613621
844	0.5449094788
845	0.5447503528
846	0.544603423
847	0.5444794937
848	0.5443315626
849	0.5441752104
850	0.5440173021
851	0.5438781908
852	0.5437249194
853	0.5435867106
854	0.5434362699
855	0.5432850862
856	0.5431639111
857	0.543003649
858	0.5428381383
859	0.5426783265
860	0.5425363985
861	0.5423830562
862	0.5422268708
863	0.5420770647
864	0.5419425218
865	0.5417866495
866	0.5416340862
867	0.5414916908
868	0.5413584412
869	0.5412046661
870	0.5410489881
871	0.5409104277
872	0.5407574511
873	0.5406089539
874	0.5404614762
875	0.5403356562
876	0.5401784132
877	0.5400282424
878	0.5398687028
879	0.539724314
880	0.5395825006
881	0.53943003
882	0.5392812726
883	0.5391328615
884	0.5389837244
885	0.5388484317
886	0.5386971567
887	0.5385333559
888	0.5383789327
889	0.5382266316
890	0.5380671624
891	0.5379091589
892	0.5377560988
893	0.5376029484
894	0.5374657729
895	0.5373273681
896	0.5371688156
897	0.5370129534
898	0.5368589281
899	0.5367085262
900	0.5365535914
901	0.536401018
902	0.5362469205
903	0.5360981675
904	0.5359526295
905	0.5358031147
906	0.5356483323
907	0.5354918117
908	0.535339651
909	0.5351963058
910	0.5350645274
911	0.5349135202
912	0.5347779117
913	0.5346284209
914	0.5344793778
915	0.5343315238
916	0.5341786288
917	0.5340300192
918	0.5338811677
919	0.5337541823
920	0.5336074487
921	0.5334564564
922	0.5333196234
923	0.5331581382
924	0.5330172234
925	0.5328618719
926	0.5327063664
927	0.5325578067
928	0.5323984126
929	0.532264134
930	0.5321059606
931	0.5319469993
932	0.5318061729
933	0.5316608151
934	0.5315090275
935	0.5313505081
936	0.5312021749
937	0.5310626553
938	0.5309096127
939	0.5307665119
940	0.5306089109
941	0.5304560105
942	0.5302968376
943	0.530174896
944	0.5300351788
945	0.5298892363
946	0.5297572805
947	0.5296118862
948	0.5294522358
949	0.5293227668
950	0.5291948375
951	0.5290514446
952	0.5289016919
953	0.5287561435
954	0.5286050374
955	0.5284613805
956	0.5283221701
957	0.5281788428
958	0.5280263376
959	0.5278709166
960	0.527718068
961	0.5275616247
962	0.527426882
963	0.5273075925
964	0.5271809762
965	0.5270263585
966	0.5268767751
967	0.526725529
968	0.5265680468
969	0.5264200275
970	0.5262662236
971	0.5261118249
972	0.5259693454
973	0.5258202706
974	0.5256797905
975	0.5255228938
976	0.525402888
977	0.5252486199
978	0.5251073807
979	0.5249669991
980	0.5248170607
981	0.5246625072
982	0.5245079094
983	0.5243685485
984	0.5242260395
985	0.5240768753
986	0.5239370623
987	0.5237908637
988	0.523635169
989	0.5234961108
990	0.5233624446
991	0.5232228796
992	0.5230745016
993	0.5229357302
994	0.5227964156
995	0.5226425604
996	0.5224891998
997	0.5223763524
998	0.5222317735
999	0.5221050773
