iter	Passed	Remaining
327	101424	1444678
328	101635	1442974
329	101899	1442028
330	102116	1440429
331	102529	1441591
332	102724	1439690
333	102937	1438046
334	103133	1436172
335	103374	1434937
336	103605	1433573
337	103828	1432098
338	104064	1430809
339	104261	1428997
340	104468	1427334
341	104677	1425696
342	104893	1424163
343	105108	1422626
344	105336	1421276
345	105604	1420477
346	105839	1419226
347	106053	1417708
348	106269	1416210
349	106498	1414905
350	106709	1413373
351	106929	1411960
352	107116	1410119
353	107295	1408176
354	107554	1407294
355	107925	1407877
356	108134	1406351
357	108358	1405028
358	108573	1403596
359	108785	1402129
360	108991	1400584
361	109209	1399210
362	109445	1398063
363	109644	1396465
364	109871	1395219
365	110108	1394109
366	110318	1392653
367	110502	1390894
368	110699	1389295
369	110904	1387803
370	111113	1386374
371	111333	1385087
372	111518	1383364
373	111780	1382611
374	112031	1381716
375	112282	1380839
376	112477	1379271
377	112695	1377990
378	113017	1377976
379	113235	1376707
380	113427	1375119
381	113654	1373966
382	113857	1372529
383	114091	1371476
384	114345	1370665
385	114586	1369694
386	114813	1368565
387	115017	1367162
388	115247	1366082
389	115435	1364503
390	115655	1363312
391	115909	1362532
392	116175	1361883
393	116442	1361249
394	116680	1360289
395	116890	1358995
396	117092	1357628
397	117289	1356201
398	117503	1354969
399	117703	1353586
400	117906	1352246
401	118150	1351387
402	118488	1351595
403	118710	1350482
404	118933	1349385
405	119114	1347807
406	119317	1346504
407	119532	1345329
408	119709	1343732
409	119909	1342403
410	120096	1340927
411	120342	1340120
412	120560	1339014
413	120826	1338432
414	121151	1338507
415	121505	1338893
416	121730	1337864
417	121956	1336848
418	122176	1335782
419	122377	1334498
420	122601	1333472
421	122806	1332245
422	123017	1331086
423	123253	1330211
424	123614	1330674
425	123853	1329822
426	124232	1330480
427	124597	1330985
428	124916	1330983
429	125339	1332095
430	125924	1334915
431	126301	1335526
432	126655	1335879
433	126925	1335352
434	127149	1334334
435	127332	1332899
436	127557	1331912
437	127936	1332526
438	128196	1331899
439	128476	1331487
440	128716	1330659
441	129128	1331598
442	129390	1330997
443	129610	1329966
444	129793	1328564
445	129995	1327349
446	130211	1326295
447	130387	1324825
448	130557	1323315
449	130759	1322123
450	130953	1320855
451	131170	1319825
452	131360	1318531
453	131563	1317376
454	131763	1316184
455	131980	1315174
456	132176	1313951
457	132440	1313416
458	132705	1312883
459	132963	1312294
460	133191	1311400
461	133424	1310568
462	133630	1309464
463	133824	1308251
464	134040	1307257
465	134412	1307783
466	134649	1306994
467	134875	1306104
468	135078	1304986
469	135263	1303706
470	135488	1302821
471	135690	1301707
472	135892	1300601
473	136087	1299439
474	136319	1298619
475	136524	1297553
476	136745	1296649
477	136922	1295322
478	137129	1294284
479	137321	1293110
480	137514	1291946
481	137731	1291014
482	137918	1289808
483	138136	1288889
484	138321	1287672
485	138538	1286751
486	138762	1285907
487	138961	1284821
488	139178	1283913
489	139380	1282870
490	139748	1283348
491	139940	1282215
492	140121	1280984
493	140338	1280088
494	140535	1279016
495	140836	1278882
496	141044	1277911
497	141241	1276844
498	141420	1275618
499	141643	1274793
500	141882	1274107
501	142093	1273179
502	142290	1272129
503	142516	1271334
504	142725	1270397
505	142935	1269466
506	143120	1268322
507	143353	1267604
508	143640	1267365
509	143886	1266769
510	144191	1266684
511	144461	1266293
512	144704	1265671
513	145111	1266478
514	145629	1268251
515	145920	1268034
516	146196	1267693
517	146474	1267374
518	146764	1267152
519	147063	1267011
520	147388	1267085
521	147751	1267491
522	148150	1268202
523	148502	1268505
524	148921	1269378
525	149516	1271747
526	150136	1274311
527	150815	1277363
528	151469	1280191
529	152193	1283590
530	152840	1286339
531	153412	1288437
532	154075	1291287
533	154649	1293378
534	155323	1296296
535	155940	1298732
536	156532	1300937
537	157070	1302688
538	157627	1304595
539	158173	1306396
540	158651	1307632
541	159098	1308596
542	159576	1309821
543	160013	1310695
544	160333	1310618
545	160807	1311791
546	161358	1313578
547	161855	1314929
548	162409	1316731
549	162978	1318645
550	163606	1321026
551	164316	1324059
552	164939	1326379
553	165434	1327658
554	165962	1329192
555	166535	1331086
556	167210	1333785
557	167828	1336010
558	168325	1337272
559	168874	1338931
560	169505	1341241
561	170371	1345387
562	171103	1348469
563	172087	1353513
564	172815	1356525
565	173358	1358075
566	173821	1358992
567	174400	1360815
568	175007	1362847
569	175610	1364830
570	176178	1366537
571	176762	1368364
572	177156	1368708
573	177662	1369919
574	178260	1371833
575	178868	1373807
576	179309	1374500
577	179820	1375722
578	180345	1377041
579	180837	1378104
580	181384	1379581
581	181766	1379804
582	182296	1381141
583	183034	1384043
584	183634	1385894
585	184257	1387907
586	184966	1390560
587	185584	1392513
588	186135	1393965
589	186696	1395476
590	187189	1396474
591	187636	1397133
592	188307	1399447
593	188764	1400165
594	189329	1401674
595	189870	1403004
596	190381	1404107
597	190763	1404246
598	191190	1404722
599	191561	1404785
600	191906	1404649
601	192280	1404730
602	192833	1406115
603	193217	1406261
604	193810	1407930
605	194310	1408914
606	194763	1409548
607	195245	1410390
608	195870	1412259
609	196571	1414673
610	197187	1416454
611	197880	1418787
612	198458	1420289
613	198868	1420582
614	199349	1421374
615	199751	1421606
616	200141	1421752
617	200672	1422890
618	201180	1423864
619	201647	1424541
620	202174	1425640
621	202730	1426937
622	203299	1428317
623	203902	1429928
624	204517	1431623
625	205131	1433298
626	205893	1436002
627	206511	1437686
628	206984	1438361
629	207366	1438402
630	207769	1438579
631	208117	1438380
632	208640	1439387
633	209198	1440633
634	209650	1441138
635	210116	1441741
636	210624	1442626
637	211132	1443509
638	211682	1444671
639	212049	1444585
640	212541	1445347
641	213045	1446189
642	213656	1447747
643	214091	1448108
644	214529	1448488
645	214857	1448123
646	215197	1447842
647	215559	1447706
648	215864	1447191
649	216204	1446905
650	216594	1446959
651	216968	1446900
652	217429	1447422
653	217757	1447055
654	218184	1447344
655	218618	1447683
656	219088	1448252
657	219563	1448850
658	219995	1449164
659	220485	1449860
660	220843	1449681
661	221286	1450063
662	221716	1450356
663	222065	1450114
664	222491	1450376
665	222924	1450682
666	223333	1450831
667	223909	1452056
668	224352	1452421
669	224743	1452443
670	225111	1452319
671	225401	1451693
672	225756	1451481
673	226161	1451596
674	226519	1451403
675	226867	1451143
676	227176	1450643
677	227576	1450719
678	228128	1451755
679	228502	1451665
680	228771	1450903
681	229060	1450268
682	229357	1449687
683	229637	1448998
684	229943	1448475
685	230216	1447745
686	230513	1447171
687	230824	1446676
688	231098	1445959
689	231403	1445433
690	231715	1444952
691	232016	1444400
692	232337	1443976
693	232652	1443520
694	232965	1443042
695	233506	1443980
696	233771	1443213
697	234029	1442396
698	234317	1441770
699	234646	1441400
700	234947	1440857
701	235249	1440313
702	235557	1439817
703	235841	1439171
704	236121	1438501
705	236457	1438171
706	236741	1437525
707	237009	1436785
708	237301	1436194
709	237570	1435458
710	237884	1435004
711	238231	1434742
712	238649	1434907
713	239128	1435440
714	239603	1435942
715	239965	1435774
716	240264	1435221
717	240560	1434653
718	240894	1434313
719	241201	1433807
720	241526	1433413
721	241831	1432900
722	242123	1432313
723	242399	1431629
724	242700	1431098
725	243002	1430566
726	243310	1430078
727	243607	1429520
728	243894	1428904
729	244458	1429914
730	244783	1429523
731	245077	1428950
732	245352	1428265
733	245572	1427267
734	245916	1426982
735	246195	1426330
736	246454	1425555
737	246702	1424726
738	246964	1423972
739	247207	1423115
740	247427	1422122
741	247758	1421770
742	248065	1421284
743	248442	1421199
744	248761	1420777
745	249067	1420286
746	249377	1419813
747	249877	1420425
748	250144	1419711
749	250380	1418824
750	250640	1418073
751	250905	1417348
752	251122	1416357
753	251383	1415618
754	251638	1414842
755	251867	1413922
756	252130	1413194
757	252408	1412556
758	252651	1411718
759	252863	1410710
760	253133	1410030
761	253368	1409154
762	253627	1408411
763	253858	1407520
764	254075	1406551
765	254345	1405874
766	254600	1405113
767	254862	1404396
768	255292	1404607
769	255557	1403905
770	255805	1403113
771	256065	1402391
772	256335	1401722
773	256601	1401032
774	256838	1400185
775	257086	1399396
776	257323	1398553
777	257535	1397579
778	257789	1396828
779	258023	1395971
780	258254	1395102
781	258517	1394405
782	258794	1393789
783	259095	1393301
784	259324	1392424
785	259533	1391440
786	259760	1390558
787	259985	1389666
788	260257	1389029
789	260699	1389298
790	260921	1388395
791	261197	1387776
792	261440	1386986
793	261682	1386192
794	261858	1385048
795	262085	1384182
796	262307	1383283
797	262511	1382299
798	262756	1381526
799	262993	1380714
800	263190	1379696
801	263420	1378853
802	263681	1378168
803	263944	1377499
804	264188	1376732
805	264489	1376266
806	264792	1375804
807	265094	1375340
808	265273	1374241
809	265792	1374901
810	266293	1375467
811	266638	1375225
812	266938	1374749
813	267271	1374443
814	267576	1373999
815	267856	1373419
816	268159	1372964
817	268436	1372374
818	268745	1371947
819	269006	1371274
820	269325	1370903
821	269590	1370256
822	269963	1370155
823	270277	1369753
824	270551	1369155
825	270842	1368639
826	271148	1368202
827	271680	1368900
828	271978	1368421
829	272228	1367701
830	272473	1366959
831	272776	1366503
832	273003	1365674
833	273241	1364899
834	273496	1364207
835	273776	1363643
836	274017	1362887
837	274233	1362002
838	274483	1361296
839	274726	1360550
840	274976	1359842
841	275224	1359126
842	275468	1358391
843	275704	1357615
844	275964	1356960
845	276162	1356002
846	276373	1355113
847	276575	1354175
848	277005	1354357
849	277238	1353574
850	277460	1352741
851	277670	1351853
852	277906	1351087
853	278170	1350461
854	278359	1349474
855	278579	1348637
856	278824	1347920
857	279032	1347030
858	279270	1346287
859	279506	1345529
860	279736	1344747
861	279986	1344062
862	280246	1343430
863	280506	1342797
864	280735	1342012
865	280951	1341172
866	281191	1340441
867	281391	1339525
868	281660	1338940
869	281966	1338528
870	282378	1338624
871	282618	1337900
872	282834	1337066
873	283099	1336463
874	283377	1335921
875	283679	1335496
876	283943	1334890
877	284237	1334428
878	284528	1333949
879	284773	1333258
880	285031	1332626
881	285276	1331936
882	285510	1331198
883	285734	1330409
884	285999	1329815
885	286251	1329162
886	286551	1328734
887	286818	1328151
888	287077	1327529
889	287385	1327139
890	287782	1327160
891	287982	1326270
892	288205	1325486
893	288423	1324681
894	288697	1324135
895	288926	1323384
896	289195	1322818
897	289481	1322329
898	289733	1321687
899	290016	1321186
900	290275	1320574
901	290505	1319836
902	290761	1319212
903	291025	1318627
904	291292	1318058
905	291511	1317271
906	291766	1316647
907	292001	1315937
908	292275	1315400
909	292517	1314721
910	292889	1314624
911	293217	1314332
912	293451	1313623
913	293792	1313386
914	294095	1312984
915	294415	1312656
916	294708	1312206
917	294980	1311667
918	295285	1311271
919	295567	1310777
920	295806	1310091
921	296058	1309463
922	296297	1308782
923	296537	1308104
924	296806	1307551
925	297087	1307058
926	297356	1306508
927	297620	1305938
928	297879	1305345
929	298232	1305167
930	298602	1305063
931	298844	1304398
932	299085	1303731
933	299368	1303248
934	299631	1302675
935	299901	1302134
936	300173	1301604
937	300453	1301112
938	300721	1300565
939	300974	1299952
940	301262	1299494
941	301496	1298804
942	301932	1298982
943	302291	1298827
944	302557	1298274
945	302882	1297974
946	303250	1297861
947	303794	1298497
948	304250	1298755
949	304619	1298639
950	304980	1298490
951	305319	1298247
952	305592	1297727
953	305875	1297245
954	306147	1296720
955	306406	1296138
956	306664	1295552
957	306932	1295012
958	307209	1294506
959	307438	1293804
960	307753	1293460
961	308047	1293030
962	308360	1292679
963	308602	1292033
964	308870	1291492
965	309313	1291689
966	309578	1291136
967	309909	1290863
968	310143	1290183
969	310521	1290104
970	310843	1289791
971	311125	1289312
972	311437	1288959
973	311683	1288334
974	311907	1287616
975	312210	1287227
976	312507	1286815
977	312782	1286310
978	312999	1285567
979	313269	1285044
980	313513	1284415
981	313796	1283946
982	314027	1283264
983	314272	1282639
984	314675	1282661
985	314904	1281972
986	315078	1281064
987	315267	1280216
988	315517	1279615
989	315833	1279286
990	316093	1278729
991	316296	1277941
992	316533	1277290
993	316808	1276797
994	317031	1276091
995	317232	1275301
996	317436	1274522
997	317668	1273855
998	317903	1273205
999	318086	1272344
1000	318298	1271602
1001	318538	1270973
1002	318745	1270216
1003	318958	1269480
1004	319191	1268825
1005	319402	1268084
1006	319659	1267528
1007	320043	1267475
1008	320261	1266761
1009	320462	1265986
1010	320689	1265311
1011	320908	1264609
1012	321128	1263909
1013	321316	1263085
1014	321524	1262339
1015	321704	1261488
1016	321893	1260672
1017	322075	1259829
1018	322250	1258959
1019	322482	1258313
1020	322723	1257703
1021	322955	1257063
1022	323192	1256439
1023	323455	1255917
1024	323665	1255188
1025	323921	1254645
1026	324221	1254266
1027	324416	1253483
1028	324602	1252669
1029	324992	1252640
1030	325572	1253343
1031	325856	1252903
1032	326086	1252262
1033	326393	1251913
1034	326621	1251259
1035	326927	1250909
1036	327201	1250432
1037	327493	1250029
1038	327763	1249539
1039	328008	1248957
1040	328277	1248464
1041	328568	1248054
1042	328790	1247386
1043	329055	1246881
1044	329293	1246274
1045	329626	1246025
1046	329927	1245657
1047	330169	1245068
1048	330449	1244619
1049	330741	1244219
1050	331182	1244377
1051	331409	1243731
1052	331639	1243098
1053	331863	1242443
1054	332081	1241764
1055	332295	1241074
1056	332485	1240292
1057	332715	1239664
1058	332927	1238967
1059	333166	1238374
1060	333401	1237766
1061	333616	1237082
1062	333866	1236529
1063	334113	1235968
1064	334335	1235313
1065	334558	1234665
1066	334752	1233911
1067	334978	1233273
1068	335142	1232408
1069	335378	1231810
1070	335581	1231092
1071	335760	1230287
1072	336005	1229722
1073	336327	1229443
1074	336647	1229155
1075	336847	1228429
1076	337035	1227659
1077	337310	1227210
1078	337498	1226444
1079	337739	1225869
1080	337983	1225306
1081	338202	1224654
1082	338429	1224035
1083	338715	1223626
1084	338962	1223076
1085	339177	1222412
1086	339394	1221758
1087	339573	1220965
1088	339770	1220241
1089	339967	1219514
1090	340183	1218859
1091	340416	1218268
1092	340603	1217510
1093	340833	1216904
1094	341109	1216469
1095	341313	1215775
1096	341520	1215091
1097	341918	1215088
1098	342126	1214408
1099	342358	1213816
1100	342584	1213204
1101	342765	1212430
1102	342962	1211717
1103	343175	1211062
1104	343376	1210363
1105	343565	1209622
1106	343767	1208932
1107	343965	1208226
1108	344161	1207513
1109	344380	1206883
1110	344593	1206232
1111	344808	1205589
1112	345059	1205074
1113	345309	1204551
1114	345536	1203953
1115	345786	1203437
1116	346019	1202859
1117	346235	1202224
1118	346435	1201532
1119	346661	1200933
1120	346868	1200270
1121	347236	1200161
1122	347495	1199678
1123	347719	1199076
1124	347909	1198356
1125	348085	1197587
1126	348288	1196912
1127	348496	1196255
1128	348709	1195619
1129	348901	1194909
1130	349096	1194213
1131	349341	1193687
1132	349579	1193137
1133	349779	1192456
1134	350000	1191853
1135	350185	1191125
1136	350411	1190537
1137	350605	1189839
1138	350807	1189171
1139	351008	1188503
1140	351254	1187985
1141	351439	1187261
1142	351649	1186625
1143	351831	1185892
1144	352057	1185311
1145	352284	1184733
1146	352704	1184804
1147	352932	1184228
1148	353112	1183495
1149	353287	1182745
1150	353486	1182074
1151	353684	1181404
1152	353909	1180825
1153	354139	1180260
1154	354369	1179697
1155	354590	1179106
1156	354796	1178463
1157	355025	1177899
1158	355219	1177219
1159	355490	1176795
1160	355669	1176066
1161	355877	1175437
1162	356100	1174855
1163	356298	1174192
1164	356496	1173531
1165	356718	1172947
1166	356896	1172223
1167	357105	1171600
1168	357305	1170948
1169	357498	1170274
1170	357817	1170011
1171	358072	1169539
1172	358262	1168856
1173	358454	1168182
1174	358648	1167515
1175	358831	1166814
1176	359032	1166168
1177	359284	1165690
1178	359493	1165077
1179	359677	1164378
1180	359887	1163767
1181	360074	1163083
1182	360256	1162383
1183	360444	1161701
1184	360624	1160997
1185	360844	1160423
1186	361086	1159919
1187	361291	1159296
1188	361534	1158794
1189	361744	1158190
1190	361944	1157553
1191	362114	1156821
1192	362320	1156205
1193	362565	1155715
1194	362772	1155103
1195	363011	1154594
1196	363402	1154570
1197	363601	1153934
1198	363844	1153438
1199	364129	1153075
1200	364340	1152481
1201	364557	1151904
1202	364784	1151359
1203	364994	1150762
1204	365225	1150234
1205	365542	1149974
1206	365786	1149486
1207	365973	1148816
1208	366184	1148226
1209	366396	1147639
1210	366606	1147045
1211	366817	1146456
1212	367056	1145956
1213	367361	1145658
1214	367559	1145031
1215	367788	1144498
1216	368021	1143980
1217	368271	1143514
1218	368619	1143355
1219	368880	1142923
1220	369086	1142325
1221	369262	1141630
1222	369486	1141089
1223	369697	1140503
1224	369953	1140061
1225	370148	1139428
1226	370390	1138942
1227	370645	1138497
1228	370906	1138069
1229	371137	1137550
1230	371318	1136880
1231	371508	1136235
1232	371744	1135733
1233	371997	1135284
1234	372240	1134806
1235	372438	1134190
1236	372630	1133556
1237	372818	1132909
1238	373032	1132345
1239	373239	1131759
1240	373431	1131127
1241	373609	1130453
1242	373907	1130143
1243	374213	1129860
1244	374377	1129145
1245	374599	1128610
1246	374810	1128038
1247	375009	1127432
1248	375195	1126787
1249	375381	1126145
1250	375629	1125687
1251	375802	1125006
1252	375992	1124376
1253	376227	1123882
1254	376472	1123417
1255	376688	1122868
1256	376902	1122313
1257	377100	1121710
1258	377368	1121316
1259	377611	1120845
1260	377838	1120332
1261	378016	1119670
1262	378181	1118973
1263	378426	1118513
1264	378605	1117858
1265	378804	1117265
1266	379060	1116837
1267	379426	1116736
1268	379626	1116144
1269	379804	1115487
1270	380016	1114933
1271	380238	1114411
1272	380464	1113898
1273	380670	1113327
1274	380871	1112741
1275	381095	1112225
1276	381320	1111712
1277	381584	1111311
1278	381827	1110852
1279	382063	1110372
1280	382289	1109863
1281	382498	1109305
1282	382692	1108705
1283	382892	1108121
1284	383112	1107597
1285	383341	1107101
1286	383551	1106546
1287	383842	1106229
1288	384050	1105671
1289	384273	1105158
1290	384677	1105164
1291	384954	1104808
1292	385200	1104359
1293	385432	1103874
1294	385681	1103435
1295	385925	1102984
1296	386192	1102598
1297	386430	1102130
1298	386696	1101741
1299	386985	1101420
1300	387283	1101123
1301	387563	1100774
1302	387854	1100458
1303	388078	1099953
1304	388285	1099397
1305	388554	1099020
1306	388792	1098555
1307	389085	1098245
1308	389352	1097859
1309	389669	1097619
1310	390156	1097855
1311	390440	1097519
1312	390650	1096974
1313	390908	1096566
1314	391144	1096095
1315	391359	1095568
1316	391571	1095033
1317	391793	1094524
1318	392029	1094055
1319	392234	1093503
1320	392472	1093041
1321	392661	1092443
1322	392847	1091837
1323	393048	1091272
1324	393288	1090820
1325	393509	1090311
1326	393724	1089788
1327	393954	1089308
1328	394163	1088768
1329	394406	1088324
1330	394660	1087911
1331	394888	1087424
1332	395085	1086856
1333	395438	1086713
1334	395741	1086435
1335	395965	1085942
1336	396157	1085358
1337	396400	1084917
1338	396599	1084353
1339	396806	1083815
1340	397014	1083277
1341	397218	1082732
1342	397416	1082167
1343	397605	1081581
1344	397805	1081024
1345	398002	1080461
1346	398208	1079921
1347	398434	1079438
1348	398644	1078911
1349	398878	1078448
1350	399095	1077942
1351	399314	1077439
1352	399532	1076935
1353	399752	1076437
1354	399980	1075963
1355	400217	1075511
1356	400443	1075029
1357	400705	1074647
1358	400992	1074329
1359	401221	1073857
1360	401397	1073244
1361	401591	1072678
1362	401807	1072174
1363	402066	1071784
1364	402331	1071409
1365	402561	1070942
1366	402816	1070541
1367	403063	1070122
1368	403283	1069629
1369	403480	1069075
1370	403735	1068675
1371	403936	1068134
1372	404136	1067592
1373	404369	1067135
1374	404562	1066573
1375	404787	1066096
1376	404994	1065573
1377	405176	1064985
1378	405401	1064508
1379	405611	1063996
1380	405822	1063483
1381	406214	1063447
1382	406423	1062931
1383	406643	1062444
1384	406886	1062018
1385	407096	1061504
1386	407314	1061015
1387	407508	1060461
1388	407731	1059984
1389	407933	1059453
1390	408115	1058870
1391	408366	1058468
1392	408577	1057961
1393	408782	1057438
1394	408997	1056942
1395	409228	1056488
1396	409500	1056143
1397	409764	1055773
1398	410006	1055348
1399	410206	1054817
1400	410403	1054276
1401	410647	1053857
1402	410826	1053273
1403	411027	1052746
1404	411260	1052298
1405	411618	1052174
1406	411825	1051662
1407	412049	1051194
1408	412263	1050701
1409	412466	1050181
1410	412675	1049674
1411	412922	1049266
1412	413114	1048720
1413	413362	1048315
1414	413583	1047842
1415	413814	1047394
1416	414027	1046902
1417	414210	1046334
1418	414446	1045901
1419	414680	1045462
1420	414906	1045003
1421	415101	1044467
1422	415331	1044019
1423	415604	1043681
1424	415895	1043388
1425	416088	1042848
1426	416320	1042405
1427	416516	1041874
1428	416872	1041743
1429	417135	1041379
1430	417358	1040917
1431	417556	1040391
1432	417785	1039945
1433	417973	1039394
1434	418176	1038883
1435	418371	1038354
1436	418571	1037835
1437	418757	1037283
1438	418980	1036823
1439	419191	1036333
1440	419413	1035872
1441	419608	1035344
1442	419843	1034915
1443	420061	1034444
1444	420267	1033944
1445	420462	1033418
1446	420675	1032936
1447	420905	1032496
1448	421101	1031975
1449	421296	1031449
1450	421527	1031014
1451	421705	1030449
1452	421925	1029986
1453	422337	1029991
1454	422506	1029406
1455	422700	1028880
1456	422913	1028402
1457	423127	1027926
1458	423307	1027368
1459	423521	1026893
1460	423709	1026356
1461	423927	1025891
1462	424115	1025356
1463	424312	1024842
1464	424502	1024311
1465	424714	1023833
1466	424927	1023360
1467	425159	1022931
1468	425463	1022676
1469	425686	1022227
1470	425929	1021824
1471	426150	1021371
1472	426386	1020952
1473	426561	1020391
1474	426809	1020002
1475	427090	1019692
1476	427379	1019402
1477	427730	1019259
1478	427926	1018749
1479	428119	1018229
1480	428317	1017724
1481	428507	1017199
1482	428710	1016705
1483	428917	1016223
1484	429146	1015792
1485	429376	1015363
1486	429603	1014926
1487	429804	1014431
1488	430009	1013943
1489	430205	1013437
1490	430422	1012979
1491	430635	1012513
1492	430826	1011995
1493	431048	1011549
1494	431278	1011124
1495	431514	1010712
1496	431735	1010267
