iter	Logloss
409	0.3049924243
410	0.3048992773
411	0.3047558911
412	0.3045723755
413	0.3044148242
414	0.3043182349
415	0.3041927026
416	0.3040239819
417	0.3038575757
418	0.3036806543
419	0.3036011572
420	0.3034827271
421	0.3034097021
422	0.303273811
423	0.3030857446
424	0.3029556909
425	0.3028638232
426	0.3027340015
427	0.3026451001
428	0.3024894727
429	0.3023461206
430	0.3021888013
431	0.3021000464
432	0.301943855
433	0.3018247339
434	0.3016864062
435	0.3015729932
436	0.301465686
437	0.3012384106
438	0.3011263867
439	0.3010172095
440	0.3009123267
441	0.3008061255
442	0.3007187964
443	0.300616936
444	0.3005286865
445	0.300404895
446	0.30024396
447	0.3001557227
448	0.3000861011
449	0.3000037061
450	0.2998503931
451	0.2997400635
452	0.2996444092
453	0.299468064
454	0.2992846802
455	0.2991727148
456	0.2990950977
457	0.2989670386
458	0.2988245801
459	0.2986594531
460	0.2985472314
461	0.2984462769
462	0.2983473364
463	0.2982641357
464	0.2981309937
465	0.2980604517
466	0.2978925659
467	0.2977598608
468	0.2976552075
469	0.2975589624
470	0.2974154004
471	0.2973030249
472	0.2971296997
473	0.2970497388
474	0.296956687
475	0.2968447583
476	0.2966874438
477	0.2966062988
478	0.2964796533
479	0.2963832031
480	0.2962981616
481	0.2961780005
482	0.2961093457
483	0.2960006641
484	0.2959397656
485	0.2957816333
486	0.295636167
487	0.2955585107
488	0.2953886133
489	0.2952847925
490	0.2951997192
491	0.295112981
492	0.2950345264
493	0.294953269
494	0.2948924927
495	0.2947771265
496	0.2946457935
497	0.2945796997
498	0.2945220093
499	0.2943830591
500	0.2942367017
501	0.2941046118
502	0.29403073
503	0.2938931396
504	0.2938056226
505	0.2937357935
506	0.2935978955
507	0.2934844922
508	0.2933417114
509	0.2932690112
510	0.293171665
511	0.2931195044
512	0.2930167212
513	0.2929426929
514	0.2928575244
515	0.2927824829
516	0.2926522461
517	0.292589375
518	0.2924589209
519	0.2922859717
520	0.2921522876
521	0.2920876025
522	0.2919329492
523	0.2918696167
524	0.2917276831
525	0.291657832
526	0.2915667358
527	0.2914943164
528	0.2914213599
529	0.2912610547
530	0.2911576904
531	0.2910981299
532	0.290960249
533	0.2908672437
534	0.290753269
535	0.2906659839
536	0.2905384253
537	0.2904402637
538	0.2903186841
539	0.2902226245
540	0.2901559277
541	0.2900746826
542	0.2900003369
543	0.2899066187
544	0.2898581226
545	0.2897535205
546	0.2896441431
547	0.2895986914
548	0.2895039209
549	0.2893663843
550	0.2892296606
551	0.2890981348
552	0.289007749
553	0.2889491235
554	0.288864248
555	0.2887948486
556	0.2887001489
557	0.2884944141
558	0.2884286084
559	0.2882675073
560	0.2881776587
561	0.2881088623
562	0.2880253589
563	0.2879400977
564	0.2877873462
565	0.28773354
566	0.287652478
567	0.2875808398
568	0.2874824243
569	0.2874142017
570	0.2873178613
571	0.2871555542
572	0.2870697852
573	0.2869964404
574	0.286924939
575	0.2868439648
576	0.2867710913
577	0.2866668311
578	0.2865811963
579	0.2865264233
580	0.286403147
581	0.286328562
582	0.2862433325
583	0.286102085
584	0.2860092358
585	0.2859178784
586	0.2858184546
587	0.2857393701
588	0.2856602734
589	0.2855630713
590	0.2854640967
591	0.285425144
592	0.285338396
593	0.2852932739
594	0.2851764673
595	0.2851038232
596	0.2850186353
597	0.2849169116
598	0.2848037305
599	0.284738833
600	0.2846666919
601	0.2845997534
602	0.2845017627
603	0.284423418
604	0.2842990991
605	0.2841555469
606	0.2840503101
607	0.2839891284
608	0.2839163208
609	0.2838376025
610	0.2837596387
611	0.2836689648
612	0.2835715674
613	0.2835086938
614	0.2833515625
615	0.2832184009
616	0.2831619092
617	0.2830432593
618	0.2829705322
619	0.2828347192
620	0.2827101074
621	0.2826502295
622	0.2825578027
623	0.2824892847
624	0.2824200781
625	0.2823198193
626	0.2821913525
627	0.2821176514
628	0.28201646
629	0.2819413354
630	0.2818105981
631	0.2817098804
632	0.2816023218
633	0.2815072632
634	0.2814683496
635	0.2813811377
636	0.2813093066
637	0.2812453442
638	0.2811700317
639	0.2811263257
640	0.2810497705
641	0.2809689697
642	0.2808613306
643	0.2807786841
644	0.2806748804
645	0.2805872998
646	0.2805171533
647	0.2804316724
648	0.2803731543
649	0.2803113721
650	0.2801877856
651	0.2801467969
652	0.2800491748
653	0.2799975
654	0.2799316577
655	0.2798778613
656	0.2797239478
657	0.27962896
658	0.2795523315
659	0.2794747144
660	0.2793592651
661	0.2792955444
662	0.2792462915
663	0.2791990112
664	0.2791473315
665	0.2790604175
666	0.2789987891
667	0.2789003174
668	0.2788204102
669	0.2787364038
670	0.2786900195
671	0.2786063086
672	0.2785239795
673	0.2784232788
674	0.2783562891
675	0.2782865747
676	0.2782435864
677	0.2781867065
678	0.2780674829
679	0.2779416211
680	0.2778777026
681	0.2777962451
682	0.2777600903
683	0.2777135278
684	0.2776222607
685	0.277525752
686	0.2774801904
687	0.2774059692
688	0.2773450977
689	0.277275647
690	0.277168501
691	0.2770921606
692	0.2770296826
693	0.2769644434
694	0.2769197461
695	0.2767921045
696	0.2767523682
697	0.2767153027
698	0.276654375
699	0.2765314673
700	0.2764603247
701	0.2763871973
702	0.2763047095
703	0.2762527246
704	0.2762070776
705	0.2760982153
706	0.2760337744
707	0.275995061
708	0.2759527783
709	0.2759063721
710	0.2758475659
711	0.2758100317
712	0.2757441309
713	0.275676499
714	0.2755913989
715	0.2755365674
716	0.2754727759
717	0.2754002783
718	0.2752941748
719	0.275224209
720	0.2751398657
721	0.2750661304
722	0.2750177832
723	0.2749556006
724	0.2748815698
725	0.2748422363
726	0.2747527637
727	0.2746849365
728	0.2746004297
729	0.2745203027
730	0.2744098047
731	0.2742965015
732	0.2742177954
733	0.2741855249
734	0.2741127759
735	0.2740717114
736	0.2740204541
737	0.273963645
738	0.2738849561
739	0.2738383569
740	0.2738038818
741	0.2736779004
742	0.2736411084
743	0.2735547021
744	0.2734976782
745	0.2734555591
746	0.2733814624
747	0.2732988354
748	0.2732042676
749	0.2731209961
750	0.2730407593
751	0.2729812646
752	0.2729269604
753	0.2728548535
754	0.2727559106
755	0.2727030933
756	0.2726292725
757	0.2725312524
758	0.2724763013
759	0.2724237085
760	0.272319751
761	0.2722745752
762	0.2722157568
763	0.2721140503
764	0.2720764258
765	0.2720091724
766	0.271947373
767	0.271900249
768	0.2718305347
769	0.2717640039
770	0.2717003247
771	0.2716309619
772	0.2715411011
773	0.2714460278
774	0.2713987744
775	0.2713389819
776	0.2712843604
777	0.2712287793
778	0.2711641504
779	0.2710638599
780	0.2710028125
781	0.2709241431
782	0.270850022
783	0.2707627124
784	0.2707293799
785	0.2706875073
786	0.2706540112
787	0.2706106226
788	0.2705442261
789	0.2704608521
790	0.2703877271
791	0.2703098999
792	0.2702764282
793	0.270195603
794	0.2701700757
795	0.2701317285
796	0.2700685449
797	0.2700405542
798	0.2699660547
799	0.2698978491
800	0.2698501367
801	0.2697942871
802	0.2697295947
803	0.2696660352
804	0.2695924219
805	0.2695407031
806	0.2694911011
807	0.2694185229
808	0.2693859717
809	0.2693214648
810	0.2692703687
811	0.2692210352
812	0.2691575366
813	0.2690848193
814	0.2690247388
815	0.2689737793
816	0.2689127319
817	0.2688615356
818	0.2687596704
819	0.2687103979
820	0.2686506006
821	0.2685980908
822	0.2685242798
823	0.2684515894
824	0.268382915
825	0.2683404077
826	0.2682551953
827	0.2681752173
828	0.2681186816
829	0.2680655347
830	0.2680204688
831	0.2679673511
832	0.2679106592
833	0.2678022925
834	0.2677294141
835	0.2676723242
836	0.2676108374
837	0.2675575977
838	0.2674983521
839	0.2674176343
840	0.2673388403
841	0.2672494775
842	0.267160061
843	0.2670848096
844	0.2669997119
845	0.2669691968
846	0.2668975391
847	0.2668667163
848	0.2667805273
849	0.2667470483
850	0.2667177612
851	0.2666820947
852	0.2666028516
853	0.2665161743
854	0.2664913989
855	0.2664527832
856	0.2663934546
857	0.2663348755
858	0.266240271
859	0.266175686
860	0.266122644
861	0.2660749536
862	0.2660193115
863	0.2659252979
864	0.2658705151
865	0.2658296387
866	0.2657951929
867	0.2657669482
868	0.2657145874
869	0.2656402759
870	0.2655775684
871	0.2655243311
872	0.2654917432
873	0.2653941382
874	0.2653424585
875	0.2652747021
876	0.2652219531
877	0.2651419092
878	0.2650687158
879	0.2650264819
880	0.2649751978
881	0.2648974805
882	0.2648562427
883	0.2648301489
884	0.2647894873
885	0.2647327954
886	0.2646589185
887	0.2646162085
888	0.2645726099
889	0.2645191333
890	0.2644762769
891	0.2644511719
892	0.2643763745
893	0.2643292749
894	0.2642458887
895	0.2642134985
896	0.2641596802
897	0.2640953442
898	0.2640429712
899	0.2639694287
900	0.2639171973
901	0.2638729297
902	0.2638240942
903	0.2637559253
904	0.2636862329
905	0.2636632178
906	0.2636009253
907	0.263560874
908	0.26348677
909	0.2634422266
910	0.2633607739
911	0.2633254028
912	0.2632977905
913	0.2632560913
914	0.2631992505
915	0.263148501
916	0.2630784521
917	0.2630220923
918	0.2629694604
919	0.2629160815
920	0.262883999
921	0.2628423291
922	0.2628016797
923	0.2627703442
924	0.2626993994
925	0.2626214551
926	0.2625814795
927	0.2625354688
928	0.2624975537
929	0.2624494702
930	0.2624076392
931	0.2623577759
932	0.2623157056
933	0.2622744531
934	0.2622177271
935	0.2621608643
936	0.2620875391
937	0.2620091138
938	0.2619504175
939	0.2618930493
940	0.2618440234
941	0.2618210522
942	0.2617756763
943	0.2617329321
944	0.2616994922
945	0.2616511011
946	0.261573291
947	0.2615284863
948	0.2614354028
949	0.2613682813
950	0.2613300586
951	0.2612478149
952	0.2612035254
953	0.2611533154
954	0.2611162012
955	0.2610672461
956	0.261012251
957	0.2609665625
958	0.2609354785
959	0.2609041284
960	0.2608565527
961	0.2607547339
962	0.2606881445
963	0.2606503589
964	0.2605994263
965	0.2605686279
966	0.2604824609
967	0.2604203711
968	0.2603798071
969	0.2603314575
970	0.2602948218
971	0.2602577661
972	0.2602017749
973	0.260172312
974	0.2601515137
975	0.2600785107
976	0.2600403076
977	0.2599920288
978	0.2599655103
979	0.2599279077
980	0.2599033008
981	0.2598554541
982	0.2598259888
983	0.2597732471
984	0.2597331763
985	0.259641438
986	0.2596048193
987	0.2595733154
988	0.259520022
989	0.2594714526
990	0.2594438501
991	0.2594177051
992	0.2593817603
993	0.259300022
994	0.2592428174
995	0.2592195508
996	0.2591956079
997	0.25916604
998	0.2591110376
999	0.2590868994
1000	0.2590479004
1001	0.2589848633
1002	0.2589453687
1003	0.2588961035
1004	0.2588332935
1005	0.2587748145
1006	0.2586933521
1007	0.2586416772
1008	0.2586175537
1009	0.2585818433
1010	0.2585458887
1011	0.2584996118
1012	0.2584685889
1013	0.2584384229
1014	0.2583775488
1015	0.258346604
1016	0.2582900928
1017	0.2582365015
1018	0.2582071338
1019	0.258146582
1020	0.2581112476
1021	0.2580366699
1022	0.2579813574
1023	0.2579040137
1024	0.2578424756
1025	0.2578092188
1026	0.2577708252
1027	0.2577499146
1028	0.2577050537
1029	0.2576676074
1030	0.257642605
1031	0.2576071655
1032	0.2575796606
1033	0.2575076538
1034	0.2574762817
1035	0.2574316016
1036	0.2573666992
1037	0.2573205957
1038	0.2572820117
1039	0.2572457007
1040	0.2572192334
1041	0.2571516211
1042	0.2571163574
1043	0.2570544263
1044	0.2570327344
1045	0.2569902051
1046	0.2569417773
1047	0.2569206763
1048	0.2568591284
1049	0.25680802
1050	0.2567757007
1051	0.2567530151
1052	0.256690752
1053	0.2566406372
1054	0.2566175073
1055	0.2565736768
1056	0.2565481006
1057	0.2564913086
1058	0.2564500977
1059	0.2563645605
1060	0.2563024048
1061	0.2562575586
1062	0.2562040332
1063	0.2561461426
1064	0.2561040674
1065	0.2560694238
1066	0.256033396
1067	0.2559852441
1068	0.2559683716
1069	0.2559180811
1070	0.2558744507
1071	0.255848269
1072	0.2557869141
1073	0.2557220068
1074	0.2556762183
1075	0.255647915
1076	0.2556014087
1077	0.2555488184
1078	0.255520647
1079	0.2554724854
1080	0.2554199658
1081	0.2553906787
1082	0.2553412207
1083	0.2552760864
1084	0.2552369189
1085	0.255200271
1086	0.255149209
1087	0.2551157544
1088	0.2550675171
1089	0.2550495996
1090	0.2549936206
1091	0.2549612305
1092	0.2549444653
1093	0.2548977979
1094	0.2548535547
1095	0.2548230249
1096	0.2547879956
1097	0.2547515967
1098	0.2547271387
1099	0.2546674097
1100	0.2546203662
1101	0.2545961792
1102	0.254564646
1103	0.2545066577
1104	0.2544709497
1105	0.2544417261
1106	0.2544141528
1107	0.254379248
1108	0.2543513574
1109	0.2543134082
1110	0.2542723706
1111	0.2542356958
1112	0.2541828394
1113	0.2541068677
1114	0.2540717163
1115	0.2540280273
1116	0.253986814
1117	0.2539480566
1118	0.2538834717
1119	0.2538363037
1120	0.2537720703
1121	0.2537289502
1122	0.2536552344
1123	0.2535930273
1124	0.2535409937
1125	0.2535162427
1126	0.2534759058
1127	0.2534347925
1128	0.253398418
1129	0.2533628369
1130	0.2533197046
1131	0.2532567529
1132	0.2531834814
1133	0.2531555005
1134	0.2531036353
1135	0.2530619385
1136	0.2529912695
1137	0.2529604321
1138	0.2529316821
1139	0.2528823755
1140	0.2528215356
1141	0.2527913623
1142	0.2527438672
1143	0.2527056519
1144	0.2526340479
1145	0.2525816309
1146	0.2525225024
1147	0.2524718872
1148	0.2524493774
1149	0.2524275732
1150	0.2523877905
1151	0.2523553003
1152	0.2523189893
1153	0.2522735107
1154	0.2522249365
1155	0.2521800049
1156	0.2521396973
1157	0.2520834961
1158	0.252060083
1159	0.2520240039
1160	0.2520025684
1161	0.2519690088
1162	0.2519149951
1163	0.2518693359
1164	0.2518451416
1165	0.2518027295
1166	0.2517794238
1167	0.2517446826
1168	0.2517181909
1169	0.2516973975
1170	0.2516666333
1171	0.2516376978
1172	0.2515996875
1173	0.2515597241
1174	0.2515352246
1175	0.2515162305
1176	0.2514845923
1177	0.2514136426
1178	0.2513804932
1179	0.2513402661
1180	0.2513085767
1181	0.2512856934
1182	0.2512597998
1183	0.2512353345
1184	0.2512175928
1185	0.2511634106
1186	0.2510955249
1187	0.2510620825
1188	0.2510032739
1189	0.2509506958
1190	0.2509204053
1191	0.2509058081
1192	0.2508820532
1193	0.2508446143
1194	0.2508061865
1195	0.2507602759
1196	0.2507096753
1197	0.2506827808
1198	0.2506452588
1199	0.2506113452
1200	0.2505652466
1201	0.2505282056
1202	0.250485708
1203	0.2504548877
1204	0.2504234497
1205	0.2503752588
1206	0.2503333667
1207	0.2503074536
1208	0.2502797339
1209	0.2502225
1210	0.2501860571
1211	0.2501329517
1212	0.2500950342
1213	0.25007302
1214	0.2500535083
1215	0.2500227173
1216	0.2499613403
1217	0.249906438
1218	0.2498733569
1219	0.2498198804
1220	0.2497815112
1221	0.2497530835
1222	0.2497027319
1223	0.249654895
1224	0.2495794189
1225	0.2495424927
1226	0.2494888354
1227	0.249456123
1228	0.2494325073
1229	0.2493828101
1230	0.2493643652
1231	0.2493369092
1232	0.2493061597
1233	0.2492510718
1234	0.2491736353
1235	0.2491395898
1236	0.2491151123
1237	0.2490919409
1238	0.2490563257
1239	0.2490230518
1240	0.2489906055
1241	0.2489650342
1242	0.2489171484
1243	0.2488671802
1244	0.2488498315
1245	0.2488191553
1246	0.2487750146
1247	0.2487385864
1248	0.2487193384
1249	0.2487008789
1250	0.2486498389
1251	0.2486362793
1252	0.248613606
1253	0.248572793
1254	0.248503335
1255	0.2484751221
1256	0.2484379395
1257	0.2483951636
1258	0.2483612231
1259	0.2483177759
1260	0.2482589233
1261	0.248240437
1262	0.248225083
1263	0.2481596875
1264	0.2481390454
1265	0.248110564
1266	0.2480715186
1267	0.2480303735
1268	0.2480016309
1269	0.2479778735
1270	0.2479324731
1271	0.2478910986
1272	0.2478720801
1273	0.2478528003
1274	0.247818606
1275	0.2477864746
1276	0.2477530176
1277	0.2476904834
1278	0.2476539648
1279	0.2475872827
1280	0.2475489282
1281	0.2475199438
1282	0.2474850195
1283	0.2474489014
1284	0.2474110547
1285	0.2473658545
1286	0.2473332349
1287	0.2472849268
1288	0.2472719336
1289	0.2472140356
1290	0.24717802
1291	0.2471597681
1292	0.2471291626
1293	0.2471024194
1294	0.2470678857
1295	0.2470339355
1296	0.2470090527
1297	0.2469872168
1298	0.2469439941
1299	0.2469100732
1300	0.2468588013
1301	0.2468327979
1302	0.2467997974
1303	0.2467787573
1304	0.2467623071
1305	0.246725022
1306	0.2467051807
1307	0.2466754272
1308	0.2466478394
1309	0.2465948242
1310	0.2465548462
1311	0.2465171118
1312	0.2464963599
1313	0.2464666699
1314	0.2464127539
1315	0.2463924878
1316	0.2463527222
1317	0.2463124951
1318	0.246263584
1319	0.2462316675
1320	0.2461997656
1321	0.2461774854
1322	0.2461444189
1323	0.2461149976
1324	0.2460674512
1325	0.2460241357
1326	0.2460105054
1327	0.2459848462
1328	0.2459465601
1329	0.2458927441
1330	0.2458554419
1331	0.2458219189
1332	0.2458033057
1333	0.2457627563
1334	0.2457157568
1335	0.2456796655
1336	0.2456672144
1337	0.2456190942
1338	0.2455905078
1339	0.2455617358
1340	0.2455220361
1341	0.2454918115
1342	0.2454619824
1343	0.2454487891
1344	0.245419082
1345	0.2453831128
1346	0.2453483032
1347	0.2452930371
1348	0.2452360083
1349	0.2451912402
1350	0.2451496167
1351	0.2451165405
1352	0.2450811499
1353	0.2450523462
1354	0.2450077637
1355	0.24496646
1356	0.2449187549
1357	0.2448828296
1358	0.2448557251
1359	0.2448170215
1360	0.2448007251
1361	0.2447660278
1362	0.2447440405
1363	0.2446991602
1364	0.2446561719
1365	0.244630144
1366	0.2446070093
1367	0.2445674683
1368	0.244540166
1369	0.2445145215
1370	0.244475957
1371	0.2444516821
1372	0.2444209424
1373	0.244381665
1374	0.2443543774
1375	0.2443321924
1376	0.2442964258
1377	0.2442744043
1378	0.2442271948
1379	0.2442084448
1380	0.2441827979
1381	0.2441353979
1382	0.2441146655
1383	0.2440887451
1384	0.2440618726
1385	0.2440315283
1386	0.2439815894
1387	0.2439507178
1388	0.2438961572
1389	0.2438659155
1390	0.2438500513
1391	0.2438218579
1392	0.2437770264
1393	0.2437269849
1394	0.2436830371
1395	0.2436522681
1396	0.2435982837
1397	0.2435501025
1398	0.2435028735
1399	0.2434690698
1400	0.2434470825
1401	0.2434003857
1402	0.2433843848
1403	0.2433576587
1404	0.2433304907
1405	0.2433152197
1406	0.2432795776
1407	0.243243479
1408	0.243216167
1409	0.243196355
1410	0.2431771753
1411	0.2431475439
1412	0.2431326489
1413	0.243081394
1414	0.2430283521
1415	0.2430031812
1416	0.2429791113
1417	0.242965957
1418	0.2429238428
1419	0.2428844849
1420	0.2428634644
1421	0.2428441602
1422	0.2428140869
1423	0.2427709717
1424	0.2427262451
1425	0.2426939014
1426	0.2426537427
1427	0.2426278735
1428	0.2426118433
1429	0.2425626733
1430	0.242529314
1431	0.2425019458
1432	0.2424681616
1433	0.2424429736
1434	0.2424181982
1435	0.242392959
1436	0.2423602417
1437	0.2423382593
1438	0.2422982349
1439	0.2422763135
1440	0.2422468213
1441	0.2422172437
1442	0.2421756201
1443	0.2421421484
1444	0.242113457
1445	0.2420859253
1446	0.2420391821
1447	0.2420013184
1448	0.2419623999
1449	0.2419440967
1450	0.2418959424
1451	0.2418815381
1452	0.241848833
1453	0.2418007202
1454	0.2417815308
1455	0.2417592773
1456	0.2417367822
1457	0.2416984888
1458	0.2416818896
1459	0.2416497388
1460	0.2416291992
1461	0.2416047021
1462	0.2415819385
1463	0.2415570654
1464	0.2415382275
1465	0.2415118237
1466	0.2414806006
1467	0.241445061
1468	0.2414141162
1469	0.2413860059
1470	0.2413586841
1471	0.2413269434
1472	0.2412973901
1473	0.2412835034
1474	0.2412502466
1475	0.2412248608
1476	0.2411922754
1477	0.2411624829
1478	0.2411447583
1479	0.2411231543
1480	0.2410943774
1481	0.241078894
1482	0.2410618652
1483	0.2410376538
1484	0.2410056738
1485	0.2409733765
1486	0.2409408496
1487	0.2409202344
1488	0.2408952026
1489	0.2408622998
1490	0.2408294287
1491	0.2407934009
1492	0.2407779785
1493	0.2407370703
1494	0.2407201123
1495	0.240707832
1496	0.2406888599
1497	0.2406587671
1498	0.2406237134
1499	0.2406042993
1500	0.2405897461
1501	0.2405769165
1502	0.2405456396
1503	0.2405203955
1504	0.2404889917
1505	0.240452312
1506	0.2404169653
1507	0.2403781177
1508	0.2403599951
1509	0.240341709
1510	0.2403045435
1511	0.2402752808
1512	0.2402367041
1513	0.2401951953
